Seed: ,-1100508826
generation,g1mean,g1stddev,g2mean,g2stddev,g3mean,g3stddev,g4mean,g4stddev,d1mean,d2stddev,d2mean,d2stddev,agemean,agestddev,LRSmean,LRSstddev
0,0.964057,0.972141,-0.107679,0.876691,0.00260767,1.02959,0.000706383,0.900783,0.205499,0.0251375,0.203733,0.0250944,0.8478,0.129035,0.653503,0.114738
